Map site number,Site Name,Site Code,Department,Province,District,Latitude,Longitude,On-site measurement,Google Earth,Recorded,Site Location notes (Satellite imagery 2020), 
253,Nuevo Ucayali ,LO-HUI-02,Loreto,Datem del Marañón,Andoas,-3.994164447,-76.676186,No,163,149,-,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente temático para la mesozonificación ecológica y económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
254,Pijuayal,LO-HUI-03,Loreto,Datem del Marañón,Andoas,-3.918613476,-76.73205509,No,166,158,-,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente temático para la mesozonificación ecológica y económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
255,Chambira del Huitoyacu (Sector A),LO-HUI-04,Loreto,Datem del Marañón,Andoas,-3.800331223,-76.7689406,No,169,170,-,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente temático para la mesozonificación ecológica y económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
256,Chambira del Huitoyacu (Sector B),-,Loreto,Datem del Marañón,Andoas,-3.799560051,-76.76577927,No,169,170,-,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente temático para la mesozonificación ecológica y económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
257,Hortenciacocha,LO-HUI-05,Loreto,Datem del Marañón,Andoas,-4.087244381,-76.62785402,No,155,145,At the edge of river,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente temático para la mesozonificación ecológica y económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
258,Manchari 1,LO-MAN-001,Loreto,Datem del Marañón,Andoas,-3.785395045,-76.59603738,No,169,165,In the river,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente Temático para la Mesozonificación Ecológica y Económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
259,Manchari 2,LO-MAN-002,Loreto,Datem del Marañón,Andoas,-3.786104482,-76.56416858,No,170,163,-,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente Temático para la Mesozonificación Ecológica y Económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
260,Cocha Turiqui ,LO-MAN-003,Loreto,Datem del Marañón,Andoas,-3.783014442,-76.56758413,No,167,177,-,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente Temático para la Mesozonificación Ecológica y Económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
261,Cocha Tangarana ,LO-MAN-004,Loreto,Datem del Marañón,Andoas,-3.782073967,-76.57253401,No,174,156,-,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente Temático para la Mesozonificación Ecológica y Económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
262,Manchari 3,LO-MAN-005,Loreto,Datem del Marañón,Andoas,-3.783080639,-76.5759389,No,175,159,-,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente Temático para la Mesozonificación Ecológica y Económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
263,Manchari 4 ,LO-MAN-006,Loreto,Datem del Marañón,Andoas,-3.778203817,-76.58219603,No,170,151,-,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente Temático para la Mesozonificación Ecológica y Económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
264,Manchari 5 ,LO-MAN-007,Loreto,Datem del Marañón,Andoas,-3.779723914,-76.58670017,No,166,156,In the river,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente Temático para la Mesozonificación Ecológica y Económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
265,Santa María ,LO-MAN-008,Loreto,Datem del Marañón,Andoas,-3.778318202,-76.58886727,No,162,174,-,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente Temático para la Mesozonificación Ecológica y Económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
266,Puerto Alegre ,LO-MAN-009,Loreto,Datem del Marañón,Andoas,-3.80987111,-76.51875388,No,165,163,-,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente Temático para la Mesozonificación Ecológica y Económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
267,Manchari 6 ,LO-MAN-010,Loreto,Datem del Marañón,Andoas,-3.814327435,-76.51490824,No,171,168,At the edge of river,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente Temático para la Mesozonificación Ecológica y Económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
268,Cocha Antonieta ,LO-HS-001,Loreto,Datem del Marañón,Andoas,-3.517944538,-76.46985672,No,185,176,-,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente Temático para la Mesozonificación Ecológica y Económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
269,Bolognesi,L0-HS-002 //  LO –HUA-BOL-14,Loreto,Datem del Marañón,Andoas,-3.608276872,-76.42394786,No,169,173,-,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente Temático para la Mesozonificación Ecológica y Económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de Zonificación Ecológica Económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú. //MALLCO HUARCAYA, Rafael. 2016. Identificación y registro de sitios y zonas culturales intangibles de interés cultural en los ríos Pastaza, Tigre, Corrientes y Marañón, en el marco del Proyecto de ampliación del servicio de Catastro, Titulación y Registro de Tierras en las comunidades nativas de las cuencas de los ríos Pastaza, Tigre, Corrientes y Marañón, de las Provincias de Datem del Marañón y Loreto, región Loreto, con Código SNIP 316426. 208 pp. Informe Final presentado al Proyecto Titulación 4 Cuencas (Código SNIP 316426), Dirección Regional Agraria de Loreto, Gerencia de Desarrollo Económico – Gobierno Regional de Loreto. Iquitos, Perú."
270,Anatico 1,LO-HS-003,Loreto,Datem del Marañón,Andoas,-3.481351299,-76.44147559,No,167,175,-,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente temático para la mesozonificación ecológica y económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de zonificación ecológica económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
271,"Alianza Cristiana  (Sector A), o Alianza Cristiana (Sector Barrio Maynas)",LO-HS-004 // LO-HUA-ACRI-17A,Loreto,Datem del Marañón,Andoas,-3.479630785,-76.43696377,No,169,181,-,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente temático para la mesozonificación ecológica y económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de zonificación ecológica económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú. // MALLCO HUARCAYA, Rafael. 2016. Identificación y registro de sitios y zonas culturales intangibles de interés cultural en los ríos Pastaza, Tigre, Corrientes y Marañón, en el marco del Proyecto de ampliación del servicio de Catastro, Titulación y Registro de Tierras en las comunidades nativas de las cuencas de los ríos Pastaza, Tigre, Corrientes y Marañón, de las Provincias de Datem del Marañón y Loreto, región Loreto, con Código SNIP 316426. 208 pp. Informe Final presentado al Proyecto Titulación 4 Cuencas (Código SNIP 316426), Dirección Regional Agraria de Loreto, Gerencia de Desarrollo Económico – Gobierno Regional de Loreto. Iquitos, Perú."
272,"Alianza Cristiana  (Sector B), o Alianza Cristiana (Sector Barrio Nocturno)",LO-HS-004 // LO-HUA-ACRI -17B,Loreto,Datem del Marañón,Andoas,-3.476294992,-76.43598668,No,165,172,At the edge of river,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente temático para la mesozonificación ecológica y económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de zonificación ecológica económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú. // MALLCO HUARCAYA, Rafael. 2016. Identificación y registro de sitios y zonas culturales intangibles de interés cultural en los ríos Pastaza, Tigre, Corrientes y Marañón, en el marco del Proyecto de ampliación del servicio de Catastro, Titulación y Registro de Tierras en las comunidades nativas de las cuencas de los ríos Pastaza, Tigre, Corrientes y Marañón, de las Provincias de Datem del Marañón y Loreto, región Loreto, con Código SNIP 316426. 208 pp. Informe Final presentado al Proyecto Titulación 4 Cuencas (Código SNIP 316426), Dirección Regional Agraria de Loreto, Gerencia de Desarrollo Económico – Gobierno Regional de Loreto. Iquitos, Perú."
273,"Alianza Cristiana  (Sector C) o Alianza Cristiana, o Alianza Cristiana (Sector Barrio Curva)",LO-HS-004 //             LO-HUA-ACRI-17 // LO-HUA-ACRI-17C,Loreto,Datem del Marañón,Andoas,-3.474090671,-76.43438128,No,165,173,-,"RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente temático para la mesozonificación ecológica y económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2007. Arqueología de las cuencas del Pastaza y Morona. Reporte de zonificación ecológica económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú. // MALLCO HUARCAYA, Rafael. 2016. Identificación y registro de sitios y zonas culturales intangibles de interés cultural en los ríos Pastaza, Tigre, Corrientes y Marañón, en el marco del Proyecto de ampliación del servicio de Catastro, Titulación y Registro de Tierras en las comunidades nativas de las cuencas de los ríos Pastaza, Tigre, Corrientes y Marañón, de las Provincias de Datem del Marañón y Loreto, región Loreto, con Código SNIP 316426. 208 pp. Informe Final presentado al Proyecto Titulación 4 Cuencas (Código SNIP 316426), Dirección Regional Agraria de Loreto, Gerencia de Desarrollo Económico – Gobierno Regional de Loreto. Iquitos, Perú."
274,Anatico,LO-HS-005,Loreto,Datem del Marañón,Andoas,-3.488640669,-76.44746299,No,169,169,-,"DE BOER, Warren; Eric ROSS; Jane ROSS; y, Marie VIALE. 1977. Two ceramics collections from the Río Huasaga, northern Perú: Their place in the rehistory of the Upper Amazon. pp. 10-26. El Dorado, Volumen II, N° 2.  University of Northen Colorado. Greeley, Colorado. USA. // RIVAS PANDURO, Santiago. 2007. Arqueología Amazónica. Componente temático para la mesozonificación ecológica y económica de las cuencas de los ríos Pastaza y Morona. 113 pp. Informe Final presentado al PROFONAMPE-UNAP. Iquitos, Perú. // RIVAS PANDURO, Santiago; Ada MEDINA MENDOZA; Julio ABANTO LLAQUE; Richer RÍOS ZUMAETA; Corina CALDAS CARRILLO. 2008. Arqueología de las cuencas del Pastaza y Morona. Reporte de zonificación ecológica económica. Pp. 269-302. Amazonía Peruana, Tomo XV, N° 31. CAAAP. Lima, Perú."
